Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02212","Raw milk of buffalo","2019","2019","100 g/An","12804","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02212","Raw milk of buffalo","2019","2019","t","13200","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02212","Raw milk of buffalo","2020","2020","100 g/An","13887","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02212","Raw milk of buffalo","2020","2020","t","15930","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02212","Raw milk of buffalo","2021","2021","100 g/An","11720","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02212","Raw milk of buffalo","2021","2021","t","16580","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02212","Raw milk of buffalo","2022","2022","100 g/An","9918","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02212","Raw milk of buffalo","2022","2022","t","15280","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2004","2004","100 g/An","37164","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2004","2004","t","1344750","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2005","2005","100 g/An","34902","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2005","2005","t","1286909","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2006","2006","100 g/An","37346","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2006","2006","t","1298709","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2007","2007","100 g/An","32796","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2007","2007","t","1148328","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2008","2008","100 g/An","34037","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2008","2008","t","1143190","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2009","2009","100 g/An","34112","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2009","2009","t","1073401","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2010","2010","100 g/An","37888","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2010","2010","t","1124360","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2011","2011","100 g/An","36533","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2011","2011","t","1125824","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2012","2012","100 g/An","35622","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2012","2012","t","1093034","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2013","2013","100 g/An","39776","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2013","2013","t","1148534","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2014","2014","100 g/An","35908","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2014","2014","t","1102732","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2015","2015","100 g/An","34805","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2015","2015","t","1028036","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2016","2016","100 g/An","36883","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2016","2016","t","1018567","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2017","2017","100 g/An","35683","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2017","2017","t","968177","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2018","2018","100 g/An","36781","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2018","2018","t","898770","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2019","2019","100 g/An","36274","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2019","2019","t","822300","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2020","2020","100 g/An","36445","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2020","2020","t","881760","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2021","2021","100 g/An","36285","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2021","2021","t","835780","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02211","Raw milk of cattle","2022","2022","100 g/An","36212","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02211","Raw milk of cattle","2022","2022","t","770730","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2004","2004","100 g/An","2183","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2004","2004","t","129381","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2005","2005","100 g/An","1886","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2005","2005","t","109114","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2006","2006","100 g/An","2022","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2006","2006","t","102297","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2007","2007","100 g/An","1935","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2007","2007","t","87174","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2008","2008","100 g/An","1908","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2008","2008","t","77465","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2009","2009","100 g/An","1804","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2009","2009","t","64090","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2010","2010","100 g/An","1993","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2010","2010","t","60410","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2011","2011","100 g/An","2214","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2011","2011","t","61543","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2012","2012","100 g/An","1955","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2012","2012","t","53333","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2013","2013","100 g/An","2306","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2013","2013","t","54425","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2014","2014","100 g/An","1820","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2014","2014","t","44521","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2015","2015","100 g/An","1791","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2015","2015","t","40771","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2016","2016","100 g/An","1862","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2016","2016","t","40930","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2017","2017","100 g/An","2183","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2017","2017","t","43543.16","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2018","2018","100 g/An","1798","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2018","2018","t","43140","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2019","2019","100 g/An","1813","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2019","2019","t","37000","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2020","2020","100 g/An","1446","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2020","2020","t","31280","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2021","2021","100 g/An","1602","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2021","2021","t","30340","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02292","Raw milk of goats","2022","2022","100 g/An","1576","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02292","Raw milk of goats","2022","2022","t","25930","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2004","2004","100 g/An","920","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2004","2004","t","117682","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2005","2005","100 g/An","778","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2005","2005","t","105057","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2006","2006","100 g/An","880","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2006","2006","t","107535","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2007","2007","100 g/An","712","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2007","2007","t","84907","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2008","2008","100 g/An","786","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2008","2008","t","88243","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2009","2009","100 g/An","790","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2009","2009","t","87247","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2010","2010","100 g/An","793","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2010","2010","t","85001","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2011","2011","100 g/An","882","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2011","2011","t","89296","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2012","2012","100 g/An","797","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2012","2012","t","87403","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2013","2013","100 g/An","944","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2013","2013","t","94361","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2014","2014","100 g/An","705","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2014","2014","t","74978","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2015","2015","100 g/An","722","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2015","2015","t","74324","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2016","2016","100 g/An","778","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2016","2016","t","79681","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2017","2017","100 g/An","676","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2017","2017","t","69375.01","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2018","2018","100 g/An","689","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2018","2018","t","71540","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2019","2019","100 g/An","671","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2019","2019","t","67000","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2020","2020","100 g/An","759","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2020","2020","t","76480","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2021","2021","100 g/An","788","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2021","2021","t","70370","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5420","Yield","02291","Raw milk of sheep","2022","2022","100 g/An","718","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2022","2022","t","56660","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2004","2004","t","500","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2005","2005","t","450","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2006","2006","t","450","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2007","2007","t","450","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2008","2008","t","450","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2009","2009","t","450","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2010","2010","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2011","2011","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2012","2012","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2013","2013","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2014","2014","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2015","2015","t","0","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2016","2016","t","0","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2017","2017","t","0","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2018","2018","t","106.33","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22212","Skim milk and whey powder","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2004","2004","t","26956.25","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2005","2005","t","28490.5","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2006","2006","t","32490","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2007","2007","t","44935","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2008","2008","t","28310","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2009","2009","t","23180","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2010","2010","t","5471","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2011","2011","t","4990","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2012","2012","t","12115","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2013","2013","t","10406","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2014","2014","t","5915","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2015","2015","t","21191.85","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2016","2016","t","19418.93","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2017","2017","t","22998.17","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2018","2018","t","24192.24","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2019","2019","t","33508.23","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2020","2020","t","34479.3","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22110.02","Skim milk of cows","2021","2021","t","30153.24","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22211","Whole milk powder","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22211","Whole milk powder","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2004","2004","t","760","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2005","2005","t","760","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2006","2006","t","760","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2007","2007","t","380","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2008","2008","t","380","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2009","2009","t","380","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2010","2010","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2011","2011","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2012","2012","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2013","2013","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2014","2014","t","0","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2015","2015","t","0","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2016","2016","t","0","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2017","2017","t","0","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2018","2018","t","472.54","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2019","2019","t","119.29","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2020","2020","t","122.75","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5510","Production","22221.01","Whole milk, evaporated","2021","2021","t","107.35","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2004","2004","t","2346","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2005","2005","t","2400","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2006","2006","t","2267","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2007","2007","t","3562","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2008","2008","t","4261","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2009","2009","t","4923","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2010","2010","t","4810","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2011","2011","t","5470","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2012","2012","t","5260","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2013","2013","t","4870","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2014","2014","t","3997","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2015","2015","t","4093","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2016","2016","t","4125","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2017","2017","t","4678","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2018","2018","t","4333","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2019","2019","t","4440","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2020","2020","t","3550","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22241.01","Butter of cow milk","2021","2021","t","5200","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22230.04","Buttermilk, dry","2014","2014","t","829.57","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22230.04","Buttermilk, dry","2015","2015","t","700.55","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22230.04","Buttermilk, dry","2016","2016","t","533.61","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22230.04","Buttermilk, dry","2017","2017","t","441.44","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22230.04","Buttermilk, dry","2018","2018","t","683.38","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22230.04","Buttermilk, dry","2019","2019","t","570.6","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22230.04","Buttermilk, dry","2020","2020","t","513","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22230.04","Buttermilk, dry","2021","2021","t","540.37","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22254","Cheese from milk of goats, fresh or processed","2019","2019","t","140","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22254","Cheese from milk of goats, fresh or processed","2020","2020","t","150","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2004","2004","t","901.67","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2005","2005","t","734.03","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2006","2006","t","762.08","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2007","2007","t","720.61","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2008","2008","t","858","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2009","2009","t","792","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2010","2010","t","675.07","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2011","2011","t","1232","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2012","2012","t","630.52","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2013","2013","t","1015.19","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2014","2014","t","671","I","Imputed value",""
